"printing_id","short_id","canonical_id","set_code","collector_number","card_type","name_en","version_en","rules_text_en","flavor_text_en_reference","i18n_file_to_update","spanish_status"
"set12-182","Riy","ci_Riy","set12","182","character","Fat Cat","Felonious Feline","Resist +1","","src/cards/012/characters/182-fat-cat-felonious-feline.i18n.ts","translated"
"set12-183","zSo","ci_zSo","set12","183","character","Rat Capone","Rodent Gangster","SHADAAP! While this character has no damage, he gets +3 {S}.","","src/cards/012/characters/183-rat-capone-rodent-gangster.i18n.ts","translated"
"set12-184","RM2","ci_RM2","set12","184","character","Omnidroid","V.9","Shift 2 {I}
ENEMY DETECTED When you play this character, if you used Shift to play it, you may deal 2 damage to chosen character.","","src/cards/012/characters/184-omnidroid-v9.i18n.ts","translated"
"set12-185","Y1z","ci_Y1z","set12","185","character","Mr. Incredible","Taking Out the Trash","KA-POW! When you play this character, you may deal 2 damage to chosen opposing Robot or Villain character.","","src/cards/012/characters/185-mr-incredible-taking-out-the-trash.i18n.ts","translated"
"set12-186","NF5","ci_NF5","set12","186","character","Lord Dingwall","Bullheaded","FIGHTIN' TALK This character may enter play exerted to give chosen character Challenger +3 this turn. (They get +3 {S} while challenging.)","","src/cards/012/characters/186-lord-dingwall-bullheaded.i18n.ts","translated"
"set12-187","Cui","ci_Cui","set12","187","character","Fat Cat","Criminal Businessman","WORTHY INVESTMENT Your locations gain Resist +1.","","src/cards/012/characters/187-fat-cat-criminal-businessman.i18n.ts","translated"
"set12-188","RqO","ci_RqO","set12","188","character","Maudie","Exasperated Nursemaid","Resist +1","","src/cards/012/characters/188-maudie-exasperated-nursemaid.i18n.ts","translated"
"set12-189","MeR","ci_MeR","set12","189","character","Goofy","Determined Traveler","FALLING ROCKS Whenever this character quests, if you played another character this turn, you may deal 1 damage to chosen character or location.","","src/cards/012/characters/189-goofy-determined-traveler.i18n.ts","translated"
"set12-190","TLT","ci_TLT","set12","190","character","Omnidroid","V.10","Shift 4 {I}
ELECTRO-ARMOR While there's a card under this character, it gains Resist +2.","","src/cards/012/characters/190-omnidroid-v10.i18n.ts","translated"
"set12-191","m1s","ci_m1s","set12","191","character","Merida","Formidable Archer","FULL QUIVER When you play this character, you may return an action card named Three Arrows from your discard to your hand.
STEADY AIM Whenever one of your actions deals damage to an opposing character, deal 2 damage to that character.","","src/cards/012/characters/191-merida-formidable-archer.i18n.ts","translated"
"set12-192","nnM","ci_nnM","set12","192","character","John Smith","Skillful Explorer","undefined","","src/cards/012/characters/192-john-smith-skillful-explorer.i18n.ts","translated"
"set12-193","9Qc","ci_9Qc","set12","193","character","Gizmoduck","Duckburg Defender","Resist +1
FAIL-SAFE While you have no cards in your hand, opponents can't play actions with cost 4 or more.","","src/cards/012/characters/193-gizmoduck-duckburg-defender.i18n.ts","translated"
"set12-194","Ys5","ci_Ys5","set12","194","character","Fergus","Outpost Builder","JUST THE SPOT During your turn, whenever this character becomes exerted, you may play a location from your hand or discard with cost 4 or less for free.
HOLD FAST While this character is at a location, whenever a location is challenged and banished, you may deal 4 damage to chosen character.","","src/cards/012/characters/194-fergus-outpost-builder.i18n.ts","translated"
"set12-195","2J3","ci_2J3","set12","195","character","Mrs. Incredible","Determined Rescuer","Shift 5 {I}
PULL BACK Your characters gain Resist +1.
REGROUP During your turn, whenever another character is banished in a challenge, you may ready chosen Super character. If you do, they can't quest for the rest of this turn.","","src/cards/012/characters/195-mrs-incredible-determined-rescuer.i18n.ts","translated"
"set12-196","1XC","ci_1XC","set12","196","character","Diablo","Stone Servant","CRUEL INTENT While you have a Villain character in play, this character gets +2 {S} and +1 {L}.
VILLAINOUS BOND While this character is exerted, your Villain characters can't be challenged.","","src/cards/012/characters/196-diablo-stone-servant.i18n.ts","translated"
"set12-197","cnl","ci_cnl","set12","197","action","Three Arrows","","Deal 2 damage to chosen character. Then, you may deal 1 damage to another chosen character.","","src/cards/012/actions/197-three-arrows.i18n.ts","translated"
"set12-198","dGU","ci_dGU","set12","198","action","Card Advantage","","If an opposing character was banished in a challenge this turn, draw 2 cards.","","src/cards/012/actions/198-card-advantage.i18n.ts","translated"
"set12-199","kgN","ci_kgN","set12","199","action","Touch the Sky","","Move a character of yours to a location for free. Then, draw cards equal to that location's {L}.","","src/cards/012/actions/199-touch-the-sky.i18n.ts","translated"
"set12-200","4pA","ci_4pA","set12","200","item","Plunger Crossbow","","SUCTION TECHNOLOGY {E}, 2 {I} — Draw a card, then choose and discard a card.","","src/cards/012/items/200-plunger-crossbow.i18n.ts","translated"
"set12-201","SQl","ci_SQl","set12","201","item","Syndrome's Remote","","ZERO-POINT ENERGY {E}, 2 {I} — Chosen character can't challenge during their next turn.
LEARN FROM THEIR LOSSES Whenever a Robot character is banished, you may banish this item to discard your hand and draw 2 cards.","","src/cards/012/items/201-syndromes-remote.i18n.ts","translated"
"set12-202","sj6","ci_sj6","set12","202","item","Club Door","","WELCOME BACK, SIR If you have a character named Fat Cat in play, you may play this card for free.
COOL CATS ONLY Your locations can't be challenged by characters with cost 2 or less.","","src/cards/012/items/202-club-door.i18n.ts","translated"
"set12-203","IZd","ci_IZd","set12","203","location","Fat Cat's Club","Seedy Headquarters","undefined","","src/cards/012/locations/203-fat-cats-club-seedy-headquarters.i18n.ts","translated"
"set12-204","mXi","ci_mXi","set12","204","location","The Island of Nomanisan","Syndrome's Headquarters","RESEARCH & DEVELOPMENT Robot characters get +1 {S} and +1 {W} while here.
CHEAP SHOT Once during your turn, whenever a character banishes another character in a challenge while here, you may deal 2 damage to chosen character.","","src/cards/012/locations/204-the-island-of-nomanisan-syndromes-headquarters.i18n.ts","translated"
"set12-205-epic","CLZ","ci_Zfj","set12","205","character","Woody","Waiting for a Friend","undefined","","src/cards/012/characters/205-woody-waiting-for-a-friend-epic.i18n.ts","translated"
"set12-206-epic","0O9","ci_G6y","set12","206","character","Rex","Protective Dinosaur","Bodyguard
RUN AWAY! During an opponent's turn, when this character is banished, gain 1 lore.","","src/cards/012/characters/206-rex-protective-dinosaur-epic.i18n.ts","translated"
"set12-207-epic","olR","ci_jrh","set12","207","character","Isabela Madrigal","Such a Lovely Voice","Singer 5
NEW MOTIF When you play this character, if you removed 1 or more damage from one of your characters this turn, gain 1 lore.","","src/cards/012/characters/207-isabela-madrigal-such-a-lovely-voice-epic.i18n.ts","translated"
"set12-208-epic","uyg","ci_fio","set12","208","character","Mirage","Super Recruiter","BUSINESS ARRANGEMENT When you play this character, if you have a Super or Hero character in play, you may draw a card.","","src/cards/012/characters/208-mirage-super-recruiter-epic.i18n.ts","translated"
"set12-209-epic","hab","ci_qC1","set12","209","character","Edna Mode","Fashion Designer","NO CAPES! When you play this character, you may return chosen item with cost 2 or less to its player's hand. If you do, its player draws a card.
MAKING SUPERS FABULOUS Whenever this character quests, your Super characters get +1 {L} this turn.","","src/cards/012/characters/209-edna-mode-fashion-designer-epic.i18n.ts","translated"
"set12-210-epic","j0D","ci_wbe","set12","210","character","Doc","Taking Notes","SHARE KNOWLEDGE When you play this character, if you have another Seven Dwarfs character or a Princess character in play, draw a card.","","src/cards/012/characters/210-doc-taking-notes-epic.i18n.ts","translated"
"set12-211-epic","XE1","ci_Gb4","set12","211","character","Buzz Lightyear","Space Ranger","undefined","","src/cards/012/characters/211-buzz-lightyear-space-ranger-epic.i18n.ts","translated"
"set12-212-epic","gbh","ci_QXV","set12","212","character","Donald Duck","Distracted Traveler","BURNING CURIOSITY Whenever this character quests, if you played another character this turn, each opponent chooses and discards a card.","","src/cards/012/characters/212-donald-duck-distracted-traveler-epic.i18n.ts","translated"
"set12-213-epic","j3h","ci_wwO","set12","213","character","Merida","Gifted Archer","Shift 3 {I}
FIERCE PROTECTION While this character is exerted, whenever an opposing character challenges, you may deal 1 damage to the challenging character.","","src/cards/012/characters/213-merida-gifted-archer-epic.i18n.ts","translated"
"set12-214-epic","N9V","ci_hMm","set12","214","character","Lyle Tiberius Rourke","Crystallized Commander","Shift 4 {I}
PLAN'S CHANGED When you play this character, put the top 2 cards of your deck into your discard. Then, you may return an action card with cost 4 or less from your discard to your hand.","","src/cards/012/characters/214-lyle-tiberius-rourke-crystallized-commander-epic.i18n.ts","translated"
"set12-215-epic","ndv","ci_MpT","set12","215","character","Mr. Incredible","Bob Parr","undefined","","src/cards/012/characters/215-mr-incredible-bob-parr-epic.i18n.ts","translated"
"set12-216-epic","5bk","ci_7aI","set12","216","character","Daisy Duck","Trendy Traveler","BREAK IS OVER Whenever this character quests, if you played a character this turn, you may ready another chosen character. If you do, they can't quest for the rest of this turn.","","src/cards/012/characters/216-daisy-duck-trendy-traveler-epic.i18n.ts","translated"
"set12-217-epic","APM","ci_ucq","set12","217","character","Kida","Guardian of the Path","NATURAL DEFENSE When you play this character, chosen opposing character gets -2 {S} this turn.","","src/cards/012/characters/217-kida-guardian-of-the-path-epic.i18n.ts","translated"
"set12-218-epic","Fyk","ci_6Lw","set12","218","character","Bruno Madrigal","Oasis Oracle","FIND THAT VISION Once during your turn, whenever you remove damage from one of your characters, you may look at the top 2 cards of your deck. Put one into your hand and the other on the bottom of your deck.
YOU'LL BE OKAY Whenever this character quests, you may remove all damage from chosen character.","","src/cards/012/characters/218-bruno-madrigal-oasis-oracle-epic.i18n.ts","translated"
"set12-219-epic","5A7","ci_uSb","set12","219","character","Minnie Mouse","Practical Traveler","DISCERNING EYE Whenever this character quests, if you played another character this turn, gain 1 lore.","","src/cards/012/characters/219-minnie-mouse-practical-traveler-epic.i18n.ts","translated"
"set12-220-epic","v2A","ci_iIv","set12","220","character","Pocahontas","Steadfast Traveler","WANDERING SPIRIT Whenever this character quests, if you played another character this turn, return a location card from your discard to your hand.","","src/cards/012/characters/220-pocahontas-steadfast-traveler-epic.i18n.ts","translated"
"set12-221-epic","0UJ","ci_mD0","set12","221","character","Incrediboy","Buddy Pine","NERDING OUT When you play this character, if a Hero character is in play, gain 1 lore.
SPOILER ALERT This character also counts as being named Syndrome for Shift.","","src/cards/012/characters/221-incrediboy-buddy-pine-epic.i18n.ts","translated"
"set12-222-epic","6sl","ci_cnl","set12","222","action","Three Arrows","","Deal 2 damage to chosen character. Then, you may deal 1 damage to another chosen character.","","src/cards/012/actions/222-three-arrows-epic.i18n.ts","translated"
"set12-223-enchanted","MyA","ci_K5K","set12","223","character","Jessie","Lively Cowgirl","PART OF A FAMILY Whenever this character quests, if you have 2 or more other Toy characters in play, you may draw a card.
YODEL-AY-HEE-HOO! Whenever you pay 2 {I} or less to play a card, chosen opposing character gets -1 {S} until the start of your next turn.","","src/cards/012/characters/223-jessie-lively-cowgirl-enchanted.i18n.ts","translated"
